hunt_code,unresolved_sources,classification,notes,database_present,database_hunt_name,database_species,database_sex_type,database_weapon,database_hunt_type,database_hunt_class,database_boundary_id,db_allotment_res,db_allotment_nr,db_allotment_total,db_allotment_status,db_allotment_source,db_conservation_total,db_conservation_source,core_reconciled_bucket,core_resolution_status,core_likely_cause,core_live_shape_status,permit_confidence,permit_winner_source,permit_recommended_res,permit_recommended_nr,permit_recommended_total,permit_conflicting_sources,permit_database_alignment,remaining_split_bucket,remaining_matching_sources,remaining_matching_source_count,species_truth_families,conservation_table_present,conservation_table_total,conservation_table_hunt_names,conservation_table_comparison_statuses,conservation_table_row_count
DB1003,PERMIT_UNRESOLVED,CONSERVATION_TABLE_DB_MATCH,Conservation source matches DATABASE conservation field.,yes,Henry Mtns Premium,Deer,Buck,Any Legal Weapon,Premium Limited Entry,Premium Limited Entry,94,24,3,27,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,1,2026 CONSERVATION  PERMITS.pdf (rows by hunt code); ingested 2026-05-30,,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,24,3,27,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,,,,CONSERVATION_PERMITS_DIRECT|DEER_BUCK_DB_DIRECT,yes,1,Henry Mtns,SOURCE_DIFFERS_FROM_CURRENT_RECONCILIATION,1
DB1004,PERMIT_UNRESOLVED,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,Paunsaugunt Premium,Deer,Buck,Any Legal Weapon,Premium Limited Entry,Premium Limited Entry,163,75,8,83,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,75,8,83,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,,,,DEER_BUCK_DB_DIRECT,no,,,,0
DB1006,PERMIT_UNRESOLVED,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,Paunsaugunt Premium,Deer,Buck,Muzzleloader,Premium Limited Entry,Premium Limited Entry,163,26,3,29,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,26,3,29,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,,,,DEER_BUCK_DB_DIRECT,no,,,,0
DB1010,PERMIT_UNRESOLVED,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,Paunsaugunt Management,Deer,Buck,Any Legal Weapon,Premium Limited Entry,Management,163,30,3,33,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,30,3,33,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,,,,DEER_BUCK_DB_DIRECT,no,,,,0
DB1011,PERMIT_UNRESOLVED,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,Book Cliffs,Deer,Buck,Archery,Limited Entry,Limited Entry,7,55,6,61,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,55,6,61,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,,,,DEER_BUCK_DB_DIRECT,no,,,,0
DB1015,PERMIT_UNRESOLVED,CONSERVATION_TABLE_DB_MATCH,Conservation source matches DATABASE conservation field.,yes,Diamond Mtn,Deer,Buck,Archery,Limited Entry,Limited Entry,206,22,2,24,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,1,2026 CONSERVATION  PERMITS.pdf (rows by hunt code); ingested 2026-05-30,,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,22,2,24,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,,,,CONSERVATION_PERMITS_DIRECT|DEER_BUCK_DB_DIRECT,yes,1,Diamond Mtn,SOURCE_DIFFERS_FROM_CURRENT_RECONCILIATION,1
DB1016,PERMIT_UNRESOLVED,CONSERVATION_TABLE_DB_MATCH,Conservation source matches DATABASE conservation field.,yes,"West Desert, Vernon",Deer,Buck,Archery,Limited Entry,Limited Entry,248,46,5,51,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2,2026 CONSERVATION  PERMITS.pdf (rows by hunt code); ingested 2026-05-30,,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,46,5,51,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,,,,CONSERVATION_PERMITS_DIRECT|DEER_BUCK_DB_DIRECT,yes,2,"West Desert, Vernon",SOURCE_DIFFERS_FROM_CURRENT_RECONCILIATION,1
DB1017,PERMIT_UNRESOLVED,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,"Book Cliffs, North",Deer,Buck,Any Legal Weapon,Limited Entry,Limited Entry,714,137,15,152,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,137,15,152,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,,,,DEER_BUCK_DB_DIRECT,no,,,,0
DB1018,PERMIT_UNRESOLVED,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,"Book Cliffs, South",Deer,Buck,Any Legal Weapon,Limited Entry,Limited Entry,15,34,4,38,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,34,4,38,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,,,,DEER_BUCK_DB_DIRECT,no,,,,0
DB1019,PERMIT_UNRESOLVED,CONSERVATION_TABLE_DB_MATCH,Conservation source matches DATABASE conservation field.,yes,"Fillmore, Oak Creek LE",Deer,Buck,Any Legal Weapon,Limited Entry,Limited Entry,85,33,4,37,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,1,2026 CONSERVATION  PERMITS.pdf (rows by hunt code); ingested 2026-05-30,,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,33,4,37,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,,,,CONSERVATION_PERMITS_DIRECT|DEER_BUCK_DB_DIRECT,yes,1,"Fillmore, Oak Creek LE",SOURCE_DIFFERS_FROM_CURRENT_RECONCILIATION,1
DB1022,PERMIT_UNRESOLVED,CONSERVATION_TABLE_DB_MATCH,Conservation source matches DATABASE conservation field.,yes,"San Juan, Elk Ridge",Deer,Buck,Any Legal Weapon,Limited Entry,Limited Entry,185,42,5,47,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,1,2026 CONSERVATION  PERMITS.pdf (rows by hunt code); ingested 2026-05-30,,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,42,5,47,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,,,,CONSERVATION_PERMITS_DIRECT|DEER_BUCK_DB_DIRECT,yes,1,"San Juan, Elk Ridge",SOURCE_DIFFERS_FROM_CURRENT_RECONCILIATION,1
DB1023,PERMIT_UNRESOLVED,CONSERVATION_TABLE_DB_MATCH,Conservation source matches DATABASE conservation field.,yes,Diamond Mtn,Deer,Buck,Any Legal Weapon,Limited Entry,Limited Entry,206,61,7,68,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2,2026 CONSERVATION  PERMITS.pdf (rows by hunt code); ingested 2026-05-30,,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,61,7,68,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,,,,CONSERVATION_PERMITS_DIRECT|DEER_BUCK_DB_DIRECT,yes,2,Diamond Mtn,SOURCE_DIFFERS_FROM_CURRENT_RECONCILIATION,1
DB1024,PERMIT_UNRESOLVED,CONSERVATION_TABLE_DB_MATCH,Conservation source matches DATABASE conservation field.,yes,"West Desert, Vernon",Deer,Buck,Any Legal Weapon,Limited Entry,Limited Entry,248,130,14,144,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2,2026 CONSERVATION  PERMITS.pdf (rows by hunt code); ingested 2026-05-30,,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,130,14,144,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,,,,CONSERVATION_PERMITS_DIRECT|DEER_BUCK_DB_DIRECT,yes,2,"West Desert, Vernon",SOURCE_DIFFERS_FROM_CURRENT_RECONCILIATION,1
DB1025,PERMIT_UNRESOLVED,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,Book Cliffs,Deer,Buck,Muzzleloader,Limited Entry,Limited Entry,7,55,6,61,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,55,6,61,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,,,,DEER_BUCK_DB_DIRECT,no,,,,0
DB1026,PERMIT_UNRESOLVED,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,"Cache, Crawford Mtn",Deer,Buck,Muzzleloader,Limited Entry,Limited Entry,32,8,1,9,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,8,1,9,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,,,,DEER_BUCK_DB_DIRECT,no,,,,0
DB1034,PERMIT_UNRESOLVED,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,Pine Valley,Deer,Buck,Muzzleloader,Limited Entry,Limited Entry,636,13,2,15,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,13,2,15,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,,,,DEER_BUCK_DB_DIRECT,no,,,,0
DB1036,CORE_REVIEW,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Thousand Lakes,Deer,Buck,Muzzleloader,Limited Entry,,632,4,1,5,HISTORICAL_2025_ONLY_NOT_ACTIVE_2026,DWR_HUNT_PLANNER_HaNumber_MATCHED_PERMITS_2026,,,DATABASE_REFERENCE_NOT_LIVE_TABLE,REVIEW,DATABASE_REFERENCE_OR_ARCHIVE_REVIEW,,,,,,,,,,,,,no,,,,0
DB1038,PERMIT_UNRESOLVED,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,Diamond Mtn,Deer,Buck,Muzzleloader,Limited Entry,Limited Entry,206,22,2,24,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,22,2,24,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,,,,DEER_BUCK_DB_DIRECT,no,,,,0
DB1041,PERMIT_UNRESOLVED,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,"Wasatch Mtns, East",Deer,Buck,Muzzleloader,Limited Entry,Limited Entry,621,30,3,33,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,30,3,33,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,,,,DEER_BUCK_DB_DIRECT,no,,,,0
DB1042,PERMIT_UNRESOLVED,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,"West Desert, Vernon",Deer,Buck,Muzzleloader,Limited Entry,Limited Entry,248,46,5,51,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,46,5,51,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,,,,DEER_BUCK_DB_DIRECT,no,,,,0
DB1043,PERMIT_UNRESOLVED,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,Zion,Deer,Buck,Muzzleloader,Limited Entry,Limited Entry,635,15,2,17,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,15,2,17,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,,,,DEER_BUCK_DB_DIRECT,no,,,,0
DB1056,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,CONSERVATION_TABLE_DB_MATCH,Conservation source matches DATABASE conservation field.,yes,Book Cliffs (North & South),Deer,Buck,Any Legal Weapon,Conservation,Conservation,7,,,4,,,4,2026 CONSERVATION  PERMITS.pdf (rows by hunt code); ingested 2026-05-30,,,,,REVIEW_REQUIRED,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,,,,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,database_only_external_missing,,0,CONSERVATION_PERMITS_DIRECT|DEER_BUCK_DB_DIRECT,yes,4,Book Cliffs,SOURCE_MATCHES_DATABASE,1
DB1059,CORE_REVIEW,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Beaver,Deer,Buck,Muzzleloader,Limited Entry,,628,7,1,8,HISTORICAL_2025_ONLY_NOT_ACTIVE_2026,DWR_HUNT_PLANNER_HaNumber_MATCHED_PERMITS_2026,,,DATABASE_REFERENCE_NOT_LIVE_TABLE,REVIEW,DATABASE_REFERENCE_OR_ARCHIVE_REVIEW,,,,,,,,,,,,,no,,,,0
DB1075,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,CONSERVATION_TABLE_DB_MATCH,Conservation source matches DATABASE conservation field.,yes,Book Cliffs (North & South),Deer,Buck,Archery,Conservation,Conservation,7,,,2,,,2,2026 CONSERVATION  PERMITS.pdf (rows by hunt code); ingested 2026-05-30,,,,,REVIEW_REQUIRED,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,,,,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,database_only_external_missing,,0,CONSERVATION_PERMITS_DIRECT|DEER_BUCK_DB_DIRECT,yes,2,Book Cliffs,SOURCE_MATCHES_DATABASE,1
DB1076,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,CONSERVATION_TABLE_DB_MATCH,Conservation source matches DATABASE conservation field.,yes,Book Cliffs (North & South),Deer,Buck,Muzzleloader,Conservation,Conservation,7,,,2,,,2,2026 CONSERVATION  PERMITS.pdf (rows by hunt code); ingested 2026-05-30,,,,,REVIEW_REQUIRED,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,,,,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,database_only_external_missing,,0,CONSERVATION_PERMITS_DIRECT|DEER_BUCK_DB_DIRECT,yes,2,Book Cliffs,SOURCE_MATCHES_DATABASE,1
DB1079,PERMIT_UNRESOLVED,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,Manti/San Rafael,Deer,Buck,Muzzleloader,Limited Entry,Limited Entry,619,40,5,45,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,40,5,45,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,,,,DEER_BUCK_DB_DIRECT,no,,,,0
DB1082,CORE_REVIEW,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Oquirrh-Stansbury,Deer,Buck,Muzzleloader,Limited Entry,,622,12,1,13,HISTORICAL_2025_ONLY_NOT_ACTIVE_2026,DWR_HUNT_PLANNER_HaNumber_MATCHED_PERMITS_2026,,,DATABASE_REFERENCE_NOT_LIVE_TABLE,REVIEW,DATABASE_REFERENCE_OR_ARCHIVE_REVIEW,,,,,,,,,,,,,no,,,,0
DB1087,PERMIT_UNRESOLVED,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,"Wasatch Mtns, West",Deer,Buck,Muzzleloader,Limited Entry,Limited Entry,620,36,4,40,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,36,4,40,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,,,,DEER_BUCK_DB_DIRECT,no,,,,0
DB1088,CORE_REVIEW,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,"West Desert, Tintic",Deer,Buck,Muzzleloader,Limited Entry,,624,4,1,5,HISTORICAL_2025_ONLY_NOT_ACTIVE_2026,DWR_HUNT_PLANNER_HaNumber_MATCHED_PERMITS_2026,,,DATABASE_REFERENCE_NOT_LIVE_TABLE,REVIEW,DATABASE_REFERENCE_OR_ARCHIVE_REVIEW,,,,,,,,,,,,,no,,,,0
DB1089,CORE_REVIEW,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,"West Desert, West",Deer,Buck,Muzzleloader,Limited Entry,,623,4,1,5,HISTORICAL_2025_ONLY_NOT_ACTIVE_2026,DWR_HUNT_PLANNER_HaNumber_MATCHED_PERMITS_2026,,,DATABASE_REFERENCE_NOT_LIVE_TABLE,REVIEW,DATABASE_REFERENCE_OR_ARCHIVE_REVIEW,,,,,,,,,,,,,no,,,,0
DB1094,CORE_REVIEW,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Myton,Deer,Buck,Muzzleloader,Limited Entry,,864,20,,20,HISTORICAL_2025_ONLY_NOT_ACTIVE_2026,DWR_HUNT_PLANNER_HaNumber_MATCHED_PERMITS_2026,,,DATABASE_REFERENCE_NOT_LIVE_TABLE,REVIEW,DATABASE_REFERENCE_OR_ARCHIVE_REVIEW,,,,,,,,,,,,,no,,,,0
DB1109,CORE_REVIEW,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Thousand Lakes,Deer,Buck,Restricted Multiseason,Limited Entry,Limited Entry,632,2,0,2,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,CONFIRMED_2026_NEW_OR_OMITTED_DIRECT_SOURCE,REVIEW,OTHER_CURRENT_PLANNER_NOT_IN_2025_BIBLE,LIVE_DWR_RES_NR_SPLIT,,,,,,,,,,,DEER_BUCK_DB_DIRECT,no,,,,0
DB1118,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,CONSERVATION_TABLE_DB_MATCH,Conservation source matches DATABASE conservation field.,yes,Dolores Triangle,Deer,Buck,Multiseason,Conservation,Conservation,108,,,1,,,1,2026 CONSERVATION  PERMITS.pdf (rows by hunt code); ingested 2026-05-30,,,,,REVIEW_REQUIRED,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,,,,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,database_only_external_missing,,0,CONSERVATION_PERMITS_DIRECT|DEER_BUCK_DB_DIRECT,yes,1,"La Sal, Dolores Triangle",SOURCE_MATCHES_DATABASE,1
DB1121,CORE_REVIEW,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Antelope Island Management,Deer,Buck,Any Legal Weapon,Premium Limited Entry,Management,1,2,0,2,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,CONFIRMED_2026_NEW_OR_OMITTED_DIRECT_SOURCE,REVIEW,OTHER_CURRENT_PLANNER_NOT_IN_2025_BIBLE,LIVE_DWR_RES_NR_SPLIT,,,,,,,,,,,DEER_BUCK_DB_DIRECT,no,,,,0
DB1276,CORE_REVIEW,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Plymouth Peak CWMU,Deer,Buck,Any Legal Weapon,CWMU,,737,,,1,HISTORICAL_2025_ONLY_NOT_ACTIVE_2026,DWR_HUNT_PLANNER_HaNumber_MATCHED_PERMITS_2026,,,DATABASE_REFERENCE_NOT_LIVE_TABLE,REVIEW,DATABASE_REFERENCE_OR_ARCHIVE_REVIEW,,,,,,,,,,,,,no,,,,0
DB1320,CORE_REVIEW,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Deer Creek CWMU,Deer,Buck,Any Legal Weapon,CWMU,,686,1,0,1,CROSSWALK_CONFIRMED_ACTIVE_2025_PDF_2026_NUMBERS_PENDING,DWR_HUNT_PLANNER_HaNumber_MATCHED_PERMITS_2026,,,POSSIBLE_DROPPED_OR_NOT_EXPOSED_FROM_2025,REVIEW,DROPPED_OR_NOT_EXPOSED_IN_CURRENT_TABLE,,,,,,,,,,,,,no,,,,0
DB1324,CORE_REVIEW,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Royal Ivory Outfitters CWMU,Deer,Buck,Any Legal Weapon,CWMU,,828,1,0,1,CROSSWALK_CONFIRMED_ACTIVE_2025_PDF_2026_NUMBERS_PENDING,DWR_HUNT_PLANNER_HaNumber_MATCHED_PERMITS_2026,,,POSSIBLE_DROPPED_OR_NOT_EXPOSED_FROM_2025,REVIEW,DROPPED_OR_NOT_EXPOSED_IN_CURRENT_TABLE,,,,,,,,,,,,,no,,,,0
DB1338,CORE_REVIEW,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Sweetwater CWMU,Deer,Buck,Any Legal Weapon,CWMU,,891,,,1,HISTORICAL_2025_ONLY_NOT_ACTIVE_2026,DWR_HUNT_PLANNER_HaNumber_MATCHED_PERMITS_2026,,,DATABASE_REFERENCE_NOT_LIVE_TABLE,REVIEW,DATABASE_REFERENCE_OR_ARCHIVE_REVIEW,,,,,,,,,,,,,no,,,,0
DB1343,CORE_REVIEW,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Red Iron CWMU,Deer,Buck,Any Legal Weapon,CWMU,,907,1,0,1,CROSSWALK_CONFIRMED_ACTIVE_2025_PDF_2026_NUMBERS_PENDING,DWR_HUNT_PLANNER_HaNumber_MATCHED_PERMITS_2026,,,POSSIBLE_DROPPED_OR_NOT_EXPOSED_FROM_2025,REVIEW,DROPPED_OR_NOT_EXPOSED_IN_CURRENT_TABLE,,,,,,,,,,,,,no,,,,0
DB1344,CORE_REVIEW,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Salt Wells CWMU,Deer,Buck,Any Legal Weapon,CWMU,,906,1,0,1,CROSSWALK_CONFIRMED_ACTIVE_2025_PDF_2026_NUMBERS_PENDING,DWR_HUNT_PLANNER_HaNumber_MATCHED_PERMITS_2026,,,POSSIBLE_DROPPED_OR_NOT_EXPOSED_FROM_2025,REVIEW,DROPPED_OR_NOT_EXPOSED_IN_CURRENT_TABLE,,,,,,,,,,,,,no,,,,0
DB1345,CORE_REVIEW,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Diamond Mountain CWMU,Deer,Buck,Any Legal Weapon,CWMU,,923,1,0,1,CROSSWALK_CONFIRMED_ACTIVE_2025_PDF_2026_NUMBERS_PENDING,DWR_HUNT_PLANNER_HaNumber_MATCHED_PERMITS_2026,,,POSSIBLE_DROPPED_OR_NOT_EXPOSED_FROM_2025,REVIEW,DROPPED_OR_NOT_EXPOSED_IN_CURRENT_TABLE,,,,,,,,,,,,,no,,,,0
DB1348,CORE_REVIEW,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Kimberly CWMU,Deer,Buck,Any Legal Weapon,CWMU,,922,1,0,1,CROSSWALK_CONFIRMED_ACTIVE_2025_PDF_2026_NUMBERS_PENDING,DWR_HUNT_PLANNER_HaNumber_MATCHED_PERMITS_2026,,,POSSIBLE_DROPPED_OR_NOT_EXPOSED_FROM_2025,REVIEW,DROPPED_OR_NOT_EXPOSED_IN_CURRENT_TABLE,,,,,,,,,,,,,no,,,,0
DB1351,CORE_REVIEW,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,The Dirty Dozen,Deer,Buck,Any Legal Weapon,CWMU,CWMU,923,2,0,2,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,SEPARATE_CWMU_CURRENT_PLANNER_LAYER,REVIEW,CWMU_CURRENT_PLANNER,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,,,,,,,,,,,DEER_BUCK_DB_DIRECT,no,,,,0
DB1501,PERMIT_UNRESOLVED,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,Box Elder,Deer,Buck,Archery,General Season,General Season,607,,,1040,LIVE_DWR_TOTAL_ONLY,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,,,1040,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,,,,DEER_BUCK_DB_DIRECT,no,,,,0
DB1502,PERMIT_UNRESOLVED,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,Cache,Deer,Buck,Archery,General Season,General Season,29,,,1160,LIVE_DWR_TOTAL_ONLY,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,,,1160,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,,,,DEER_BUCK_DB_DIRECT,no,,,,0
DB1503,PERMIT_UNRESOLVED,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,Manti/San Rafael,Deer,Buck,Archery,General Season,General Season,619,,,1800,LIVE_DWR_TOTAL_ONLY,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,,,1800,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,,,,DEER_BUCK_DB_DIRECT,no,,,,0
