hunt_code,unresolved_sources,classification,notes,database_present,database_hunt_name,database_species,database_sex_type,database_weapon,database_hunt_type,database_hunt_class,database_boundary_id,db_allotment_res,db_allotment_nr,db_allotment_total,permit_recommended_res,permit_recommended_nr,permit_recommended_total,conservation_table_row_count
EL3135,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Barney Top/Kaiparowits,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,869,,,,,,,0
EL3136,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Southwest Desert North,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,871,,,,,,,0
EL3137,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,West Desert Deep Creek,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,241,,,,,,,0
EL3139,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Cache North,Elk,Bull,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Limited Entry - Private Land Only,Private Land Only,36,,,,,,,0
EL3142,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Barney Top/Kaiparowits,Elk,Bull,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Limited Entry - Private Land Only,Private Land Only,869,,,,,,,0
EL3143,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Southwest Desert North,Elk,Bull,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Limited Entry - Private Land Only,Private Land Only,871,,,,,,,0
EL3144,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,West Desert Deep Creek,Elk,Bull,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Limited Entry - Private Land Only,Private Land Only,241,,,,,,,0
EL3145,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Boulder,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,172,,,,,,,0
EL3146,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Southwest Desert South,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,872,,,,,,,0
EL3147,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Box Elder Grouse Creek,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,867,,,,,,,0
EL3148,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Boulder,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,172,,,,,,,0
EL3149,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Southwest Desert South,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,872,,,,,,,0
EL3150,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Box Elder Grouse Creek,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,867,,,,,,,0
EL3151,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Boulder,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,172,,,,,,,0
EL3152,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Southwest Desert South,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,872,,,,,,,0
EL3153,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Box Elder Grouse Creek,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Private Land Only,867,,,,,,,0
EL3154,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Boulder,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Private Land Only,172,,,,,,,0
EL3155,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Southwest Desert South,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Private Land Only,872,,,,,,,0
EL3158,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Beaver East,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,685,,,,,,,0
EL3159,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Beaver East,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,685,,,,,,,0
EL3160,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Book Cliffs Bitter Creek/East,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,899,,,,,,,0
EL3161,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Book Cliffs Bitter Creek/East,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,899,,,,,,,0
EL3162,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Book Cliffs Bitter Creek/East,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,899,,,,,,,0
EL3163,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Book Cliffs Bitter Creek/East,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,899,,,,,,,0
EL3164,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Book Cliffs Bitter Creek/East,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,899,,,,,,,0
EL3166,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Book Cliffs Bitter Creek/East,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Private Land Only,899,,,,,,,0
EL3167,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Book Cliffs Little Creek Roadless,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,12,,,,,,,0
EL3168,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Cache Meadowville,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,33,,,,,,,0
EL3169,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Cache Meadowville,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,33,,,,,,,0
EL3170,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Cache South,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,41,,,,,,,0
EL3171,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Cache South,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,41,,,,,,,0
EL3172,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Manti,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,51,,,,,,,0
EL3173,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Nebo/San Pitch Mtns,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,901,,,,,,,0
EL3174,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Nebo/San Pitch Mtns,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,901,,,,,,,0
EL3175,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Nebo/San Pitch Mtns,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,901,,,,,,,0
EL3176,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Nebo/San Pitch Mtns,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,901,,,,,,,0
EL3177,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Nebo/San Pitch Mtns,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,901,,,,,,,0
EL3179,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Nebo/San Pitch Mtns,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Private Land Only,901,,,,,,,0
EL3180,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Fillmore Pahvant,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,88,,,,,,,0
EL3181,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Fillmore Pahvant,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,88,,,,,,,0
EL3182,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,La Sal La Sal Mtns,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,617,,,,,,,0
EL3183,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,La Sal La Sal Mtns,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,617,,,,,,,0
EL3184,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Monroe,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,629,,,,,,,0
EL3185,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Monroe,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,629,,,,,,,0
EL3186,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Mt Dutton,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,630,,,,,,,0
EL3187,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Mt Dutton,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,630,,,,,,,0
EL3188,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Panguitch Lake,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,634,,,,,,,0
EL3189,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Panguitch Lake,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,634,,,,,,,0
EL3190,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Boulder,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,172,,,,,,,0
EL3191,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Boulder,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,172,,,,,,,0
EL3192,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Fishlake/Thousand Lakes,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,175,,,,,,,0
EL3193,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,San Juan Bull Elk,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,183,,,,,,,0
EL3194,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,183,,,,,,,0
EL3195,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Diamond Mtn,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,206,,,,,,,0
EL3196,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Diamond Mtn,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,206,,,,,,,0
EL3197,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Southwest Desert South,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,872,,,,,,,0
EL3198,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Southwest Desert South,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,872,,,,,,,0
EL3199,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Wasatch Mtns,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,222,,,,,,,0
EL3205,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,East Canyon,Elk,Bull,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Limited Entry - Private Land Only,Private Land Only,276,,,,,,,0
EL3208,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Morgan-South Rich,Elk,Bull,Any Legal Weapon (Late),Limited Entry - Private Land Only,Private Land Only,117,,,,,,,0
EL3210,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,North Slope Three Corners,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,140,,,,,,,0
EX1000,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Elk Extended Archery,Elk,Hunters Choice,Archery,Extended Archery,Extended Archery,5130,,,,,,,0
GO1000,CORE_REVIEW,SPORTSMAN_CONSERVATION_OVERLAP_REVIEW,Code is current sportsman in review set and also appears in conservation table; keep families separate.,yes,Mountain Goat - Statewide Permit,Mountain Goat,Hunters Choice,Any Legal Weapon,Statewide,Statewide Permit,5131,,,1,,,,1
GO6800,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,Beaver,Mountain Goat,Either Sex,Any Legal Weapon,Once-in-a-lifetime,Once-in-a-lifetime,628,7,2,9,7,2,9,0
GO6821,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,CONSERVATION_TABLE_DB_MATCH,Conservation source matches DATABASE conservation field.,yes,Nebo,Mountain Goat,Either Sex,Archery,Once-in-a-lifetime,Once-in-a-lifetime,616,12,0,12,12,0,12,1
LD1001,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Paunsaugunt - Private Land Only,Deer,Buck,Archery,Limited Entry - Private Land Only,Private Land Only,163,,,,,,,0
LD1004,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Paunsaugunt - Private Land Only,Deer,Buck,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,163,,,,,,,0
LD1006,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Paunsaugunt - Private Land Only,Deer,Buck,Muzzleloader,Limited Entry - Private Land Only,Private Land Only,163,,,,,,,0
LD1019,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,"Fillmore, Oak Creek LE - Private Land Only",Deer,Buck,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,85,,,,,,,0
LD1023,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Diamond Mtn - Private Land Only,Deer,Buck,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,206,,,,,,,0
LD1108,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Thousand Lakes - Private Land Only,Deer,Buck,Restricted Rifle,Limited Entry - Private Land Only,Private Land Only,632,,,,,,,0
LO0008,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Diamond Mtn Landowner Association,Deer,Buck,Archery,Limited Entry - Private Land Only,Private Land Only,206,,,,,,,0
LO0009,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Diamond Mtn Landowner Association,Deer,Buck,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,206,,,,,,,0
LO0010,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Diamond Mtn Landowner Association,Deer,Buck,Muzzleloader,Limited Entry - Private Land Only,,206,,,,,,,0
LO0011,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Diamond Mtn Landowner Association,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,206,,,,,,,0
LO0012,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Diamond Mtn Landowner Association,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,206,,,,,,,0
LO0013,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Diamond Mtn Landowner Association,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,206,,,,,,,0
LO0014,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Diamond Mtn Landowner Association,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Private Land Only,206,,,,,,,0
LO0015,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Diamond Mtn Landowner Association,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,206,,,,,,,0
LO1501,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Box Elder,Deer,Buck,Archery,General Season - Private Land Only,Private Land Only,607,,,,,,,0
LO1502,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Cache,Deer,Buck,Archery,General Season - Private Land Only,Private Land Only,29,,,,,,,0
LO1503,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Manti/San Rafael,Deer,Buck,Archery,General Season - Private Land Only,Private Land Only,619,,,,,,,0
LO1504,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Nebo,Deer,Buck,Archery,General Season - Private Land Only,Private Land Only,616,,,,,,,0
LO1506,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Fillmore,Deer,Buck,Archery,General Season - Private Land Only,Private Land Only,804,,,,,,,0
LO1508,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Kamas,Deer,Buck,Archery,General Season - Private Land Only,Private Land Only,611,,,,,,,0
LO1509,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,"La Sal, La Sal Mtns",Deer,Buck,Archery,General Season - Private Land Only,Private Land Only,617,,,,,,,0
LO1510,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Monroe,Deer,Buck,Archery,General Season - Private Land Only,Private Land Only,629,,,,,,,0
LO1511,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Mt Dutton,Deer,Buck,Archery,General Season - Private Land Only,Private Land Only,630,,,,,,,0
LO1512,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Nine Mile,Deer,Buck,Archery,General Season - Private Land Only,Private Land Only,615,,,,,,,0
LO1513,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,North Slope,Deer,Buck,Archery,General Season - Private Land Only,Private Land Only,612,,,,,,,0
LO1514,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Ogden,Deer,Buck,Archery,General Season - Private Land Only,Private Land Only,609,,,,,,,0
LO1516,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Panguitch Lake,Deer,Buck,Archery,General Season - Private Land Only,Private Land Only,634,,,,,,,0
LO1517,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Pine Valley,Deer,Buck,Archery,General Season - Private Land Only,Private Land Only,636,,,,,,,0
LO1518,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Boulder/Kaiparowits,Deer,Buck,Archery,General Season - Private Land Only,Private Land Only,455,,,,,,,0
LO1519,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Fishlake,Deer,Buck,Archery,General Season - Private Land Only,Private Land Only,633,,,,,,,0
